97262 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97279 CEDEX,Schœlcher,Martinique,Martinique,14.617700,-61.098999
97286 CEDEX 2,Le Lamentin,Martinique,Martinique,14.608000,-61.009300
97289 CEDEX 2,Le Lamentin,Martinique,Martinique,14.608000,-61.009300
97293 CEDEX 2,Le Lamentin,Martinique,Martinique,14.608000,-61.009300
97202 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97287 CEDEX 2,Le Lamentin,Martinique,Martinique,14.608000,-61.009300
97204 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97215,Rivière-Salée,Martinique,Martinique,14.527200,-60.978100
97233,Schœlcher,Martinique,Martinique,14.617700,-61.098999
97241 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97253 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97263 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97268 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97257 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97213,Le Gros-Morne,Martinique,Martinique,14.700000,-61.000000
97223,Le Diamant,Martinique,Martinique,14.479500,-61.027000
97232,Le Lamentin,Martinique,Martinique,14.608000,-61.009300
97240,Le François,Martinique,Martinique,14.615600,-60.903099
97243 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97254 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97256 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97292 CEDEX 2,Le Lamentin,Martinique,Martinique,14.608000,-61.009300
97244 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97276 CEDEX,Schœlcher,Martinique,Martinique,14.617700,-61.098999
97285 CEDEX 2,Le Lamentin,Martinique,Martinique,14.608000,-61.009300
97207 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97220,La Trinité,Martinique,Martinique,14.737600,-60.962898
97225,Marigot,Martinique,Martinique,14.822500,-61.031300
97283 CEDEX 1,Le Lamentin,Martinique,Martinique,14.608000,-61.009300
97291 CEDEX 2,Le Lamentin,Martinique,Martinique,14.608000,-61.009300
97297 CEDEX 2,Le Lamentin,Martinique,Martinique,14.608000,-61.009300
97258 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97209 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97211,Rivière-Pilote,Martinique,Martinique,14.477500,-60.903500
97221,Le Carbet,Martinique,Martinique,14.710300,-61.182400
97224,Ducos,Martinique,Martinique,14.575300,-60.974499
97229,Les Trois-Îlets,Martinique,Martinique,14.539000,-61.036098
97245 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97248 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97273 CEDEX,Schœlcher,Martinique,Martinique,14.617700,-61.098999
97281 CEDEX 1,Le Lamentin,Martinique,Martinique,14.608000,-61.009300
97201 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97226,Le Morne-Vert,Martinique,Martinique,14.700000,-61.133301
97228,Sainte-Luce,Martinique,Martinique,14.467300,-60.927101
97250,Saint-Pierre,Martinique,Martinique,14.743800,-61.175301
97255 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97266 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97280,Le Vauclin,Martinique,Martinique,14.545200,-60.838799
97282 CEDEX 1,Le Lamentin,Martinique,Martinique,14.608000,-61.009300
97205 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97222,Case-Pilote,Martinique,Martinique,14.642800,-61.138500
97234,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97259 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97299 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97200,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97203 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97208 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97249 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97264 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97267 CEDEX,Fort-de-France,Martinique,Martinique,14.608900,-61.073299
97288 CEDEX 2,Le Lamentin,Martinique,Martinique,14.608000,-61.009300
97210 CEDEX 2,Le Lamentin,Martinique,Martinique,14.608000,-61.009300
97295 CEDEX 2,Le Lamentin,Martinique,Martinique,14.608000,-61.009300
