92000-000,Canoas,Rio Grande do Sul,,-29.921200,-51.176701
55700-000,Limoeiro,Pernambuco ,,-7.850900,-35.445099
68760-000,Marapanim,Para,,-0.764200,-47.703999
59000-000,Natal,Rio Grande do Norte ,,-5.810100,-35.226700
98465-000,Ametista do Sul,Rio Grande do Sul,,-27.367001,-53.187000
99855-000,São João da Urtiga,Rio Grande do Sul,,-27.796801,-51.838799
15950-000,Santa Adélia,Sao Paulo,,-21.325001,-48.827099
44250-000,Coração de Maria,Bahia,,-12.242700,-38.782398
44740-000,Saúde,Bahia,,-10.844600,-40.375099
87990-000,Diamante do Norte,Parana,,-22.637501,-52.872799
86975-000,Mandaguari,Parana,,-23.488100,-51.723598
59730-000,Olho-d'Água do Borges,Rio Grande do Norte ,,-5.996600,-37.736301
59327-000,São Fernando,Rio Grande do Norte ,,-6.297300,-37.139000
89530-000,Frei Rogério,Santa Catarina ,,-27.217800,-50.770199
14445-000,Ribeirão Corrente,Sao Paulo,,-20.442499,-47.571499
65921-000,Cidelândia,Maranhao ,,-5.052300,-47.868599
37262-000,Santo Antônio do Amparo,Minas Gerais,,-20.916599,-44.955101
12930-000,Tuiuti,Sao Paulo,,-22.844999,-46.696201
65762-000,São José dos Basílios,Maranhao ,,-5.059200,-44.594601
65860-000,Sucupira do Norte,Maranhao ,,-6.466800,-44.280102
39998-000,Curral de Dentro,Minas Gerais,,-15.846300,-41.754101
34400-000,Raposos,Minas Gerais,,-19.976200,-43.790199
37278-000,Santana do Jacaré,Minas Gerais,,-20.888700,-45.079102
86900-000,Jandaia do Sul,Parana,,-23.627899,-51.696301
63195-000,Altaneira,Ceara,,-6.987400,-39.727402
65790-000,São Domingos do Maranhão,Maranhao ,,-5.639700,-44.348400
39730-000,Virginópolis,Minas Gerais,,-18.815100,-42.669399
17590-000,Queiroz,Sao Paulo,,-21.792900,-50.235901
56820-000,Carnaíba,Pernambuco ,,-7.768500,-37.703899
37200-000,Lavras,Minas Gerais,,-21.267401,-45.041901
37454-000,Seritinga,Minas Gerais,,-21.918900,-44.463001
72500-000,Santa Maria,Distrito Federal,,-16.046200,-48.034901
79985-000,Japorã,Mato Grosso do Sul,,-23.794100,-54.543999
39635-000,Coronel Murta,Minas Gerais,,-16.589300,-42.197399
35595-000,Luz,Minas Gerais,,-19.841900,-45.675400
95370-000,Barracão,Rio Grande do Sul,,-27.737301,-51.442299
89182-000,Lontras,Santa Catarina ,,-27.179300,-49.499199
57660-000,Anadia,Alagoas ,,-9.674900,-36.337898
46220-000,Rio do Antônio,Bahia,,-14.226700,-42.166100
15840-000,Itajobi,Sao Paulo,,-21.355200,-49.056900
77670-000,Divinópolis do Tocantins,Tocantins,,-9.657300,-49.387402
77695-000,Goianorte,Tocantins,,-8.836600,-48.993599
68647-000,Tracuateua,Para,,-0.988900,-46.939701
19880-000,Cândido Mota,Sao Paulo,,-22.802500,-50.392300
77718-000,Itapiratins,Tocantins,,-8.358200,-47.997002
37445-000,Cruzília,Minas Gerais,,-21.736000,-44.798302
36270-000,Ressaquinha,Minas Gerais,,-21.094601,-43.784401
64270-000,Capitão de Campos,Piaui,,-4.472000,-41.885101
64375-000,São Félix do Piauí,Piaui,,-5.884200,-42.108299
95785-000,Harmonia,Rio Grande do Sul,,-29.545300,-51.415401
98280-000,Panambi,Rio Grande do Sul,,-28.311199,-53.554199
89140-000,Ibirama,Santa Catarina ,,-27.034000,-49.523201
63290-000,Jardim,Ceara,,-7.638200,-39.240398
79760-000,Batayporã,Mato Grosso do Sul,,-22.465000,-53.176800
98325-000,São José das Missões,Rio Grande do Sul,,-27.797400,-53.129601
89124-000,Benedito Novo,Santa Catarina ,,-26.785900,-49.436001
89840-000,Coronel Freitas,Santa Catarina ,,-26.894300,-52.763302
83430-000,Campina Grande do Sul,Parana,,-25.153099,-48.812199
87180-000,Presidente Castelo Branco,Parana,,-23.262100,-52.145100
35606-000,Martinho Campos,Minas Gerais,,-19.420099,-45.179699
89400-000,Porto União,Santa Catarina ,,-26.392401,-51.011501
89120-000,Timbó,Santa Catarina ,,-26.820601,-49.287300
15895-000,Cedral,Sao Paulo,,-20.907400,-49.254902
29000-000,Vitória,Espirito Santo,,-20.290501,-40.288101
38530-000,Douradoquara,Minas Gerais,,-18.441999,-47.614799
36213-000,Dores de Campos,Minas Gerais,,-21.113701,-43.993599
35290-000,Mantena,Minas Gerais,,-18.685499,-41.107498
96195-000,Cristal,Rio Grande do Sul,,-31.024500,-52.029301
14430-000,Restinga,Sao Paulo,,-20.676500,-47.520599
73865-000,Divinópolis de Goiás,Goias,,-13.223800,-46.527000
77300-000,Dianópolis,Tocantins,,-11.695800,-46.735401
57730-000,Mar Vermelho,Alagoas ,,-9.492500,-36.350399
48950-000,Uauá,Bahia,,-9.841400,-39.230301
39860-000,Nanuque,Minas Gerais,,-17.783600,-40.527599
27660-000,Rio das Flores,Rio de Janeiro ,,-22.160999,-43.575802
89878-000,Flor do Sertão,Santa Catarina ,,-26.756399,-53.336800
56760-000,Tuparetama,Pernambuco ,,-7.713300,-37.245201
65718-000,Lagoa Grande do Maranhão,Maranhao ,,-4.792400,-45.132702
38240-000,Itapagipe,Minas Gerais,,-19.750900,-49.428501
38625-000,Cabeceira Grande,Minas Gerais,,-16.061800,-47.175701
16360-000,Avanhandava,Sao Paulo,,-21.466000,-49.947899
77770-000,Goiatins,Tocantins,,-8.044300,-47.471802
69922-000,Capixaba,Acre,,-10.487800,-67.848297
69135-000,São Sebastião do Uatumã,Amazonas ,,-1.932000,-58.742199
24900-000,Maricá,Rio de Janeiro ,,-22.916300,-42.821999
13150-000,Cosmópolis,Sao Paulo,,-22.661900,-47.183201
58155-000,Soledade,Paraiba,,-7.112400,-36.364799
64516-000,Colônia do Piauí,Piaui,,-7.226400,-42.212601
56565-000,Manari,Pernambuco ,,-8.881800,-37.587601
53400-000,Paulista,Pernambuco ,,-7.922700,-34.915600
62960-000,Tabuleiro do Norte,Ceara,,-5.291100,-38.072498
36953-000,Taparuba,Minas Gerais,,-19.727501,-41.602798
99170-000,Sertão,Rio Grande do Sul,,-28.004101,-52.356602
76460-000,Trombas,Goias,,-13.404100,-48.772900
68540-000,Conceição do Araguaia,Para,,-8.154300,-49.603500
87185-000,Floraí,Parana,,-23.328300,-52.324200
35340-000,Bom Jesus do Galho,Minas Gerais,,-19.716900,-42.375599
87490-000,Nova Olímpia,Parana,,-23.432100,-53.039001
96740-000,Arroio dos Ratos,Rio Grande do Sul,,-30.212099,-51.730499
46250-000,Presidente Jânio Quadros,Bahia,,-14.829400,-41.786201
29650-000,Santa Teresa,Espirito Santo,,-19.896200,-40.656700
64925-000,Palmeira do Piauí,Piaui,,-8.515500,-44.436401
37210-000,Itumirim,Minas Gerais,,-21.284700,-44.833199
87320-000,Roncador,Parana,,-24.563601,-52.224499
35910-000,Santa Maria de Itabira,Minas Gerais,,-19.435900,-43.068401
68770-000,Inhangapi,Para,,-1.462800,-47.949699
58225-000,Solânea,Paraiba,,-6.733200,-35.695000
64180-000,Esperantina,Piaui,,-3.849000,-42.171001
99435-000,Campos Borges,Rio Grande do Sul,,-28.893900,-53.025398
77755-000,Bernardo Sayão,Tocantins,,-7.973800,-48.986099
38120-000,Conceição das Alagoas,Minas Gerais,,-19.956301,-48.305099
37660-000,Paraisópolis,Minas Gerais,,-22.576700,-45.845798
35515-000,Perdigão,Minas Gerais,,-19.921301,-45.080700
36570-000,Viçosa,Minas Gerais,,-20.735300,-42.895302
84935-000,Tomazina,Parana,,-23.679001,-49.984001
64290-000,Altos,Piaui,,-5.160900,-42.450401
69650-000,Atalaia do Norte,Amazonas ,,-5.664500,-71.827797
35657-000,Leandro Ferreira,Minas Gerais,,-19.674900,-45.061298
68675-000,Mãe do Rio,Para,,-1.983300,-47.515701
17230-000,Itapuí,Sao Paulo,,-22.250401,-48.697399
45452-000,Nova Ibiá,Bahia,,-13.862300,-39.588799
39895-000,Felisburgo,Minas Gerais,,-16.661501,-40.718102
68800-000,Breves,Para,,-1.168400,-50.559700
86400-000,Jacarezinho,Parana,,-23.190701,-49.954102
64460-000,Água Branca,Piaui,,-5.899100,-42.610600
17455-000,Fernão,Sao Paulo,,-22.373800,-49.554298
69630-000,Benjamin Constant,Amazonas ,,-5.648400,-70.406799
78800-000,Poxoréo,Mato Grosso ,,-15.756400,-54.118698
85390-000,Virmond,Parana,,-25.430099,-52.236698
57820-000,Murici,Alagoas ,,-9.298300,-35.900002
38110-000,Água Comprida,Minas Gerais,,-19.991199,-48.110401
58665-000,Tenório,Paraiba,,-6.975700,-36.622200
89520-000,Curitibanos,Santa Catarina ,,-27.274099,-50.609600
09450-000,Rio Grande da Serra,Sao Paulo,,-23.733400,-46.373501
46740-000,Boninal,Bahia,,-12.803600,-41.683399
36370-000,Nazareno,Minas Gerais,,-21.207899,-44.608501
79460-000,Corguinho,Mato Grosso do Sul,,-19.818600,-55.001999
65555-000,Santana do Maranhão,Maranhao ,,-3.135100,-42.748798
39835-000,Campanário,Minas Gerais,,-18.274900,-41.739101
38310-000,Gurinhatã,Minas Gerais,,-19.066401,-49.868801
68644-000,Santa Luzia do Pará,Para,,-1.714100,-46.953098
58733-000,Quixabá,Paraiba,,-7.050800,-37.117802
57968-000,Campestre,Alagoas ,,-8.893900,-35.532398
57330-000,Lagoa da Canoa,Alagoas ,,-9.807200,-36.748100
98380-000,Seberi,Rio Grande do Sul,,-27.508801,-53.364799
49580-000,Areia Branca,Sergipe,,-10.742600,-37.301201
55250-000,Sanharó,Pernambuco ,,-8.291900,-36.521702
85670-000,Salto do Lontra,Parana,,-25.770399,-53.299801
64100-000,Barras,Piaui,,-4.132200,-42.313599
95768-000,Linha Nova,Rio Grande do Sul,,-29.455400,-51.218800
75695-000,Rio Quente,Goias,,-17.817699,-48.801998
77455-000,Aliança do Tocantins,Tocantins,,-11.328600,-48.958599
39250-000,Lassance,Minas Gerais,,-17.910101,-44.708599
59700-000,Apodi,Rio Grande do Norte ,,-5.666900,-37.923401
77777-000,Campos Lindos,Tocantins,,-8.225500,-46.845100
58685-000,Assunção,Paraiba,,-7.073700,-36.698898
64770-000,São Raimundo Nonato,Piaui,,-9.052200,-42.608398
59515-000,Angicos,Rio Grande do Norte ,,-5.674000,-36.548801
18500-000,Laranjal Paulista,Sao Paulo,,-23.015800,-47.853901
14230-000,Serra Azul,Sao Paulo,,-21.287500,-47.538898
29550-000,Jerônimo Monteiro,Espirito Santo,,-20.812401,-41.395401
35146-000,São João do Oriente,Minas Gerais,,-19.348499,-42.174099
59910-000,Doutor Severiano,Rio Grande do Norte ,,-6.112100,-38.396599
83490-000,Adrianópolis,Parana,,-24.766300,-48.799999
64545-000,Santa Cruz do Piauí,Piaui,,-7.264900,-41.763802
39648-000,Chapada do Norte,Minas Gerais,,-17.162901,-42.377201
99830-000,Gaurama,Rio Grande do Sul,,-27.616899,-52.104000
89893-000,Mondaí,Santa Catarina ,,-27.084000,-53.439701
89750-000,Peritiba,Santa Catarina ,,-27.348400,-51.886902
16400-000,Lins,Sao Paulo,,-21.669201,-49.693298
29630-000,Brejetuba,Espirito Santo,,-20.156200,-41.306499
65280-000,Cândido Mendes,Maranhao ,,-1.431700,-45.605099
68658-000,Aurora do Pará,Para,,-2.303200,-47.756199
28250-000,Italva,Rio de Janeiro ,,-21.384001,-41.667301
88407-000,Chapadão do Lageado,Santa Catarina ,,-27.584900,-49.556400
14800-000,Araraquara,Sao Paulo,,-21.827600,-48.201099
15490-000,Paulo de Faria,Sao Paulo,,-20.096399,-49.488499
78525-000,Matupá,Mato Grosso ,,-9.945900,-54.349899
38350-000,Ipiaçu,Minas Gerais,,-18.706800,-49.917500
65268-000,Cururupu,Maranhao ,,-1.805700,-44.706799
38360-000,Capinópolis,Minas Gerais,,-18.692200,-49.579399
58184-000,Nova Palmeira,Paraiba,,-6.673500,-36.441898
55770-000,Vertentes,Pernambuco ,,-7.909400,-35.977798
69900-000,Rio Branco,Acre,,-10.069900,-68.155296
48840-000,Cansanção,Bahia,,-10.811800,-39.414600
85833-000,Iracema do Oeste,Parana,,-24.436701,-53.338402
99870-000,São José do Ouro,Rio Grande do Sul,,-27.755800,-51.557201
88535-000,Correia Pinto,Santa Catarina ,,-27.555099,-50.380199
07500-000,Santa Isabel,Sao Paulo,,-23.294399,-46.241501
76240-000,Aragarças,Goias,,-15.947400,-52.080700
65927-000,Davinópolis,Maranhao ,,-5.570100,-47.306400
86755-000,Ângulo,Parana,,-23.216200,-51.938499
78987-000,Rolim de Moura,Rondonia,,-11.752600,-61.789700
75410-000,Araçu,Goias,,-16.382999,-49.707802
48680-000,Abaré,Bahia,,-8.809600,-39.270599
95695-000,Riozinho,Rio Grande do Sul,,-29.598499,-50.392300
84660-000,General Carneiro,Parana,,-26.437500,-51.400700
55890-000,Aliança,Pernambuco ,,-7.597000,-35.165401
77690-000,Araguacema,Tocantins,,-8.913500,-49.409100
63670-000,Arneiroz,Ceara,,-6.236100,-40.094002
35220-000,Itueta,Minas Gerais,,-19.377701,-41.097599
65365-000,Zé Doca,Maranhao ,,-3.225900,-46.057301
39850-000,Ataléia,Minas Gerais,,-18.183500,-41.167198
39397-000,Guaraciama,Minas Gerais,,-17.080700,-43.603100
86340-000,Sertaneja,Parana,,-22.958300,-50.888000
78975-000,Cacoal,Rondonia,,-11.490400,-61.431702
12460-000,Campos do Jordão,Sao Paulo,,-22.695400,-45.526199
48970-000,Senhor do Bonfim,Bahia,,-10.428700,-40.101200
65278-000,Turiaçu,Maranhao ,,-1.632500,-45.381802
77745-000,Presidente Kennedy,Tocantins,,-8.482600,-48.440701
17350-000,Igaraçu do Tietê,Sao Paulo,,-22.541800,-48.585602
15720-000,Palmeira d'Oeste,Sao Paulo,,-20.450500,-50.751801
64638-000,São Luis do Piauí,Piaui,,-6.778000,-41.276501
89837-000,Coronel Martins,Santa Catarina ,,-26.547701,-52.673901
89915-000,Santa Helena,Santa Catarina ,,-26.923500,-53.609001
75925-000,Castelândia,Goias,,-18.148100,-50.353802
75780-000,Ipameri,Goias,,-17.469700,-47.977501
78300-000,Tangará da Serra,Mato Grosso ,,-14.523200,-58.098598
86925-000,Borrazópolis,Parana,,-23.939301,-51.601398
37775-000,Santa Rita de Caldas,Minas Gerais,,-22.019400,-46.273701
68722-000,Magalhães Barata,Para,,-0.818400,-47.629902
64200-000,Parnaíba,Piaui,,-2.922800,-41.735401
98000-000,Cruz Alta,Rio Grande do Sul,,-28.728500,-53.573299
19740-000,Borá,Sao Paulo,,-22.238800,-50.492500
16600-000,Pirajuí,Sao Paulo,,-21.914499,-49.360199
63150-000,Campos Sales,Ceara,,-6.925300,-40.221901
65418-000,Peritoró,Maranhao ,,-4.440500,-44.281799
76630-000,Itaberaí,Goias,,-16.112200,-49.838600
13590-000,Dourado,Sao Paulo,,-22.116600,-48.352001
17490-000,Piratininga,Sao Paulo,,-22.422800,-49.193298
77743-000,Tupiratins,Tocantins,,-8.385800,-48.223000
37360-000,Arantina,Minas Gerais,,-21.896299,-44.226299
36146-000,Santana do Garambéu,Minas Gerais,,-21.646700,-44.069401
13440-000,Saltinho,Sao Paulo,,-22.862700,-47.726700
76465-000,Montividiu do Norte,Goias,,-13.092300,-48.741600
75470-000,Nova Veneza,Goias,,-16.354601,-49.299999
56470-000,Jatobá,Pernambuco ,,-9.219100,-38.214100
55650-000,Passira,Pernambuco ,,-8.000900,-35.570900
63600-000,Senador Pompeu,Ceara,,-5.575400,-39.485100
86000-000,Londrina,Parana,,-23.586399,-51.087399
35437-000,Diogo de Vasconcelos,Minas Gerais,,-20.475901,-43.190899
36670-000,Santo Antônio do Aventureiro,Minas Gerais,,-21.744200,-42.811001
35543-000,São Francisco de Paula,Minas Gerais,,-20.718700,-44.992298
88385-000,Penha,Santa Catarina ,,-26.802299,-48.627102
15150-000,Monte Aprazível,Sao Paulo,,-20.736401,-49.794800
56520-000,Buíque,Pernambuco ,,-8.741000,-37.133202
29255-000,Marechal Floriano,Espirito Santo,,-20.432199,-40.765301
29843-000,Vila Pavão,Espirito Santo,,-18.611900,-40.651600
68748-000,São Francisco do Pará,Para,,-1.146400,-47.757099
86935-000,Lunardelli,Parana,,-24.072100,-51.759998
15828-000,Palmares Paulista,Sao Paulo,,-21.101500,-48.820301
45675-000,Aurelino Leal,Bahia,,-14.331700,-39.509899
45848-000,Itabela,Bahia,,-16.716400,-39.573299
69343-000,Amajari,Roraima,,3.780900,-62.527599
55870-000,Timbaúba,Pernambuco ,,-7.531900,-35.356201
86350-000,Santa Mariana,Parana,,-23.048300,-50.529400
99360-000,Barros Cassal,Rio Grande do Sul,,-29.135300,-52.575100
64220-000,Luís Correia,Piaui,,-3.031200,-41.516701
99615-000,Trindade do Sul,Rio Grande do Sul,,-27.526800,-52.913502
72960-000,Corumbá de Goiás,Goias,,-15.921900,-48.629799
77620-000,Aparecida do Rio Negro,Tocantins,,-10.061800,-47.965099
65515-000,Buriti,Maranhao ,,-3.948000,-42.858101
58378-000,Itatuba,Paraiba,,-7.392300,-35.583698
65393-000,Buriticupu,Maranhao ,,-4.519700,-46.377102
64330-000,São Miguel do Tapuio,Piaui,,-5.704900,-41.616299
89550-000,Rio das Antas,Santa Catarina ,,-26.907301,-51.029598
07000-000,Guarulhos,Sao Paulo,,-23.412001,-46.443501
17440-000,Ubirajara,Sao Paulo,,-22.551300,-49.662800
42700-000,Lauro de Freitas,Bahia,,-12.842500,-38.327301
29640-000,Santa Leopoldina,Espirito Santo,,-20.119499,-40.573299
38420-000,Monte Alegre de Minas,Minas Gerais,,-18.818800,-48.918201
37700-000,Poços de Caldas,Minas Gerais,,-21.793400,-46.535702
58268-000,Sertãozinho,Paraiba,,-6.739400,-35.416302
88400-000,Ituporanga,Santa Catarina ,,-27.482700,-49.491299
15155-000,Jaci,Sao Paulo,,-20.947500,-49.576099
72800-000,Luziânia,Goias,,-16.495100,-47.935501
68940-000,Mazagão,Amapa,,0.039900,-52.116299
37800-000,Guaxupé,Minas Gerais,,-21.291800,-46.681099
36424-000,Queluzito,Minas Gerais,,-20.731501,-43.893600
15340-000,Nova Luzitânia,Sao Paulo,,-20.872999,-50.243000
56720-000,Itapetim,Pernambuco ,,-7.396400,-37.131100
78675-000,Ribeirão Cascalheira,Mato Grosso ,,-12.735200,-51.714600
36828-000,Orizânia,Minas Gerais,,-20.505501,-42.211601
99860-000,Cacique Doble,Rio Grande do Sul,,-27.817301,-51.682701
89874-000,Maravilha,Santa Catarina ,,-26.757999,-53.182800
75945-000,Edealina,Goias,,-17.439899,-49.733200
29795-000,Águia Branca,Espirito Santo,,-18.996201,-40.707298
84620-000,Cruz Machado,Parana,,-25.910900,-51.225601
99925-000,Ipiranga do Sul,Rio Grande do Sul,,-27.942101,-52.430698
76650-000,Itaguari,Goias,,-15.911800,-49.618301
69190-000,Maués,Amazonas ,,-5.063300,-58.302799
68775-000,São Caetano de Odivelas,Para,,-0.798200,-48.049000
48990-000,Andorinha,Bahia,,-10.222200,-39.863899
48310-000,Jandaíra,Bahia,,-11.611000,-37.618401
44360-000,São Félix,Bahia,,-12.678100,-38.999802
29185-000,Fundão,Espirito Santo,,-19.989799,-40.315800
65870-000,Pastos Bons,Maranhao ,,-6.766000,-44.242298
35442-000,Rio Doce,Minas Gerais,,-20.206100,-42.892502
57500-000,Santana do Ipanema,Alagoas ,,-9.344300,-37.194000
69110-000,Silves,Amazonas ,,-2.768500,-58.627499
88763-000,Santa Rosa de Lima,Santa Catarina ,,-28.012501,-49.189400
93995-000,Santa Maria do Herval,Rio Grande do Sul,,-29.479500,-50.988098
89838-000,Galvão,Santa Catarina ,,-26.458799,-52.685398
35780-000,Cordisburgo,Minas Gerais,,-19.099300,-44.164600
85710-000,Santo Antônio do Sudoeste,Parana,,-26.056000,-53.604198
95740-000,Poço das Antas,Rio Grande do Sul,,-29.440300,-51.626598
44830-000,Piritiba,Bahia,,-11.628500,-40.514900
62630-000,Apuiarés,Ceara,,-3.950000,-39.303699
68170-000,Juruti,Para,,-2.330600,-56.027401
18125-000,Alumínio,Sao Paulo,,-23.522600,-47.283699
12615-000,Canas,Sao Paulo,,-22.740000,-45.032101
11680-000,Ubatuba,Sao Paulo,,-23.426201,-45.036301
46835-000,Nova Redenção,Bahia,,-12.874000,-41.123299
39445-000,Capitão Enéas,Minas Gerais,,-16.056299,-43.674702
46480-000,Matina,Bahia,,-13.893400,-42.982800
62530-000,Miraíma,Ceara,,-3.565100,-39.903900
39800-000,Teófilo Otoni,Minas Gerais,,-17.679100,-41.337399
89910-000,Descanso,Santa Catarina ,,-26.873800,-53.484200
17890-000,Junqueirópolis,Sao Paulo,,-21.421101,-51.441898
12990-000,Pedra Bela,Sao Paulo,,-22.764000,-46.437099
69200-000,Borba,Amazonas ,,-5.112400,-59.305401
46438-000,Iuiú,Bahia,,-14.650100,-43.648701
56460-000,Petrolândia,Pernambuco ,,-8.842600,-38.303501
57550-000,Olivença,Alagoas ,,-9.469500,-37.166801
37757-000,Poço Fundo,Minas Gerais,,-21.820700,-45.988300
72300-000,Samambaia,Distrito Federal,,-15.887200,-48.150799
53990-000,Fernando de Noronha,Pernambuco ,,-3.850700,-32.419998
39517-000,Pai Pedro,Minas Gerais,,-15.327300,-43.195000
89558-000,Iomerê,Santa Catarina ,,-26.985901,-51.260502
84560-000,Rio Azul,Parana,,-25.740700,-50.735001
64108-000,Boa Hora,Piaui,,-4.355800,-42.141102
59685-000,Triunfo Potiguar,Rio Grande do Norte ,,-5.943600,-37.139900
76660-000,Itaguaru,Goias,,-15.769400,-49.600399
65260-000,Cedral,Maranhao ,,-1.960900,-44.574200
68130-000,Prainha,Para,,-2.201500,-53.493301
78307-000,Campos de Júlio,Mato Grosso ,,-13.633000,-59.178501
85998-000,Mercedes,Parana,,-24.426001,-54.176800
69373-000,Rorainópolis,Roraima,,0.156400,-60.894901
57260-000,Limoeiro de Anadia,Alagoas ,,-9.726800,-36.454102
68924-000,Vitória do Jari,Amapa,,-0.956500,-52.034401
88580-000,Campo Belo do Sul,Santa Catarina ,,-27.839399,-50.765800
72920-000,Alexânia,Goias,,-16.149300,-48.459702
54800-000,Moreno,Pernambuco ,,-8.153100,-35.127998
78663-000,São José do Xingu,Mato Grosso ,,-10.727900,-52.621101
78890-000,Sorriso,Mato Grosso ,,-12.681700,-55.699501
58732-000,Areia de Baraúnas,Paraiba,,-7.113300,-36.971802
64678-000,Belém do Piauí,Piaui,,-7.406600,-40.988701
64910-000,Santa Luz,Piaui,,-8.974400,-44.277802
99940-000,Ibiaçá,Rio Grande do Sul,,-28.104700,-51.802799
89735-000,Lindóia do Sul,Santa Catarina ,,-27.032499,-52.040600
48370-000,Esplanada,Bahia,,-11.954700,-37.893600
39465-000,Miravânia,Minas Gerais,,-14.752900,-44.420601
45375-000,Planaltino,Bahia,,-13.273500,-40.223202
39558-000,Fruta de Leite,Minas Gerais,,-16.162100,-42.528599
13515-000,Charqueada,Sao Paulo,,-22.537201,-47.737701
18730-000,Itaí,Sao Paulo,,-23.523001,-49.075699
75550-000,Inaciolândia,Goias,,-18.498899,-49.901600
56700-000,São José do Egito,Pernambuco ,,-7.528800,-37.259701
37110-000,Elói Mendes,Minas Gerais,,-21.600700,-45.594700
99165-000,Camargo,Rio Grande do Sul,,-28.614401,-52.219898
88800-000,Criciúma,Santa Catarina ,,-28.721001,-49.387199
88543-000,Painel,Santa Catarina ,,-27.974701,-50.059799
15980-000,Dobrada,Sao Paulo,,-21.515301,-48.370300
11400-000,Guarujá,Sao Paulo,,-23.957500,-46.227798
14540-000,Igarapava,Sao Paulo,,-20.082600,-47.690201
57525-000,Ouro Branco,Alagoas ,,-9.129000,-37.373699
62230-000,Ipueiras,Ceara,,-4.621300,-40.821899
37420-000,Cambuquira,Minas Gerais,,-21.853800,-45.271702
37805-000,Juruaia,Minas Gerais,,-21.226500,-46.514500
59596-000,Galinhos,Rio Grande do Norte ,,-5.121700,-36.263100
97845-000,Dezesseis de Novembro,Rio Grande do Sul,,-28.191299,-55.075500
95180-000,Farroupilha,Rio Grande do Sul,,-29.187799,-51.340199
89765-000,Paial,Santa Catarina ,,-27.202999,-52.475498
48710-000,Candeal,Bahia,,-11.895000,-39.203899
62350-000,Ubajara,Ceara,,-3.840200,-40.934200
69500-000,Carauari,Amazonas ,,-5.115900,-67.357803
36512-000,Tocantins,Minas Gerais,,-21.181200,-43.025600
38170-000,Perdizes,Minas Gerais,,-19.365200,-47.159901
58570-000,São José dos Cordeiros,Paraiba,,-7.416400,-36.847698
28600-000,Nova Friburgo,Rio de Janeiro ,,-22.333200,-42.495602
75980-000,Paraúna,Goias,,-17.086500,-50.612900
57460-000,Piranhas,Alagoas ,,-9.548100,-37.745300
79400-000,Coxim,Mato Grosso do Sul,,-18.212601,-54.716999
89136-000,Rodeio,Santa Catarina ,,-26.885000,-49.352299
63530-000,Cariús,Ceara,,-6.656200,-39.474998
99735-000,Ponte Preta,Rio Grande do Sul,,-27.676901,-52.517399
59588-000,Pedra Grande,Rio Grande do Norte ,,-5.093800,-35.850899
95778-000,Vale Real,Rio Grande do Sul,,-29.349899,-51.230099
88720-000,Pedras Grandes,Santa Catarina ,,-28.482700,-49.220299
